GND,Biographie
140470239,"wurde am 13. Mai a. St. 1850 zu Dorpat geboren, wo sein Vater Lehrer u. Inspektor am dortigen Gymnasium und nachmals Lektor der estnischen Sprache an der Universität war. Vorgebildet im elterlichen Hause und auf dem Gymnasium in Dorpat, studierte er daselbst 1869‒77 altklassische Philologie, sowie deutsche und vergleichende Sprachwissenschaft. Zwischendurch war er (1871‒72) Hauslehrer in Audern bei Pernau und (1876) Aufsichtslehrer am Landesgymnasium in Fellin. 1877 wurde er Mitarbeiter der „St. Petersburger Zeitung‟ und 1878 Mitredakteur der „Revalschen Zeitung‟, welches Blatt er jetzt als Chefredakteur leitet. Von 1878 bis 1882 war er auch Oberlehrer der deutschen Sprache an der Ritteru. Domschule in Reval."
1089932367,"geborene Stargard in Pommern am 28. März 1826 geboren, vermählte sich mit einem Herrn von M. und lebte 1876 als Theatersängerin in Riga. Der Müller v. Pranitz (Dorfgesch.), 1868. ‒ Ein Iudenmädchen (R.); ‒ Im Sturm der Zeit (R.); ‒ Siegwart Morgenländer (R.); 1873."
117209708,"geb. am 22. März 1834 zu Czernowitz in der Bukowina, absolvierte das Gymnasium daselbst u. begann 1853 an der Wiener Universität das Studium der Medizin. Familienverhältnisse zwangen ihn, sich 1855 der Technik zuzuwenden, u. 1858 erhielt er das Dekret als k. k. Katastralbeamter. Bereits im folgenden Iahre wandte er sich der Bühne zu, der er viele Iahre angehörte. Anfang der siebziger Iahre war er Mitglied und Regisseur des Sommertheaters in Prag, 1877 Regisseur des deutschen Theaters in Pilsen und 1879 wirkte er in Hermannstadt (Siebenbürgen). Bald danach wandte er sich nach Wien, wo er 1884 die Chefredaktion der „Illustrierten Familienblätter“ führte. Von 1886 bis 1895 war N. als Rezitator und Schauspieler in regelmäßiger Abwechslung tätig, wurde 1895 Oberregisseur in Passau und lebt daselbst seit 1897 als freier Schriftsteller. Maiblüten (Ge.), 1858. ‒ Der Grobian (Lsp.), 1880. ‒ Sankta Veritas (Ep. D.), 1897. ‒ Als Manuskript gedruckt: Ein Geheimnis unter Ioseph der Pompadour (Lsp., 1873). ‒ Ein Ukas Pauls zerrissener Schuh (Lsp., 1873). ‒ Deutsche Ehr’ und Wehr (Schauspiel). ‒ Stephan Lasontzy (Histor. Schausp.). ‒ Die Tochter des Defraudanten (Schsp.). ‒ Im Lande der Philister (Schsp.). ‒ Das Midas-Fest, oder: Das Eselsglück (Humoreske), 1907."
13836480X,"geb. am 10. (22. n. St.) Okt. 1850 in Bessarabien, lebt (1895) als Redakteur in Mitau. Ein Ball im Leben (R. a. weiland Dorpats Tagen), 1894."
127781412,"pseud. entstammt einer alten evangel. Literatenfamilie der russischen Ostseeprovinzen und wurde am 29. Iuli 1849 in Kusnezowo (Gouvern. Twer) als Sohn des Philologen Gustav H. geboren. Dieser starb bereits 1855 und der Sohn kam nun nach Reval, wo er seine fernere Erziehung und Ausbildung auf der Ritterund Domschule erhielt. Er studierte dann im Hinblick auf die zu erwartende russische Iustizreform nicht in Dorpat, sondern in St. Petersburg Iurisprudenz, erhielt nach Ablegung der Staatsprüfung ein Amt im Iustizministerium u. gleichzeitig eine Stellung im Syndikat einer erstklassigen Bank. Indessen gab er nach einem zweijährigen Aufenthalt in Deutschland, Frankreich, England, Belgien und Italien seine Ämter auf u. widmete sich seit 1879 ausschließlich der Schriftstellerei. Er war 16 Iahre lang Redakteur der „St. Petersburger Zeitung“, gleichzeitig ständiger Mitarbeiter zahlreicher baltischer und reichsdeutscher Zeitungen, besonders auf dem Gebiet der Kunstund Literaturgeschichte, der bildenden Künste und des Theaters, und machte sich auch als Übersetzer aus dem Russischen und Französischen bekannt. Seine Beziehungen zur deutschen Iournalistik wurden durch Reisen — er lernte auch Finnland und Skandinavien gründlich kennen — u. persönliche Bekanntschaften immer engere, u. deshalb siedelte er mit seiner Familie 1895 ganz nach Deutschland über. Er nahm seinen Wohnsitz in Berlin(-Wilmersdorf) und redigierte zuletzt die Zeitschrift „Moderne Kunst“. Er starb am 5. Februar 1907 an den Folgen einer Operation. Außer einigen juristischen u. kunsthistorischen Schriften veröffentlichte er Dramatische Dichtungen (Schspe.: Iohn Williams. – Der Tugendbold. – Fesseln), 1894. – Die Silberhochzeit (Komödie), 1902. – Berliner Künstler-Silhouetten, 1902."
unidentified007,"geb. 1859, absolvierte das Obergymnasium in Czernowitz (Bukowina), studierte an den Universitäten Wien n. Czernowitz die Rechte und wurde an der Francisco-Iosephina zu Czernowitz zum gründete daselbst die belletristische Zeitschrift „Im Buchwald“, die er durch zwei Iahre redigierte, und lebt nunmehr dort als Redakteur der „Czernowitzer Zeitung“. Der Kronprinz in der Bukowina, 1887. ‒ Gut Heil!, 1892. ‒ Am Pruth (Patriot. Klänge a. d. Bukowina), 1893."
118973606,"psd. am 10. Oktober 1843 zu Mitau in Kurland geboren, wo sein Vater, Wilhelm P., der als lettischer Volksschriftsteller einen sehr geachteten Namen hatte, Prediger zu St. Anna war. Theodor Hermann erhielt seine erste Erziehung auf dem Lande (Sellgallen in Kurland) u. besuchte dann seit 1858 das Gymnasium zu Mitau. Im Iahre 1862 bezog er die Universität Berlin und 1865 die zu Erlangen, woselbst er bis 1866 Theologie studierte, begab sich darauf nach St. Petersburg, um die russische Sprache und Literatur kennen zu lernen und wirkte 1867‒70 als Hauslehrer auf dem Gute Fischerröden bei Libau. Dann ging er nach Riga, wo er erst als Lehrer in einer Privatanstalt tätig war und seit 1873 die „Baltische Monatsschrift zu Riga“ leitete, nebenher auch die Redaktion der „Rigaschen Zeitung“ führte. Im Iahre 1876 folgte er einem Rufe als Redakteur des „Daheim“ nach Leipzig, und als 1891 die Redaktion dieses Blattes nach Berlin verlegt wurde, siedelte P. nach dieser Stadt über. Nach dreißigjähriger Arbeit an diesem Blatte zog er sich 1906 in den Ruhestand zurück und nahm 1909 seinen Wohnsitz wieder in Leipzig. Außer einer „Geschichte Rußlands von der Entstehung des russischen Reiches bis zur Gegenwart“ (1908) veröffentlichte er Wilhelm Wolfschild (R.), 1872. ‒ Allein und frei (R.); 1875. ‒ Im Gottesländchen (En. aus dem kurländischen Leben); bis 1881 (Inhalt: Im Banne der Vergangenheit. ‒ Um ein Ei. ‒ Unser Graf. ‒ Der Korsar). ‒ Das rote Gold (R.), 1881. ‒ Die von Kelles (R.), 1885. ‒ Kurländische Geschichten, 1892. ‒ Gesammelte Romane; 1898‒99. ‒ Aus meinen Iugendjahren, 1907."
1203066821,"* am 7. (19. n. St.) August 1839 zu Reval als der Sohn des bekannten Rechtsgelehrten und estländischen Prokurators Karl Iul. Albert v. P., besuchte die Domschule in Reval, dann das Gymnasium in Mitau und trat 1855 in das Militär ein. Darauf war er in verschiedenen Stellungen im Innern des Reiches tätig, später Hauslehrer und freier Zuhörer der Universität Petersburg, 1865 wissenschaftlicher Lehrer an der Kreisschule zu Wesenberg, 1866‒71 Lehrer der russischen Sprache daselbst u. ist seitdem in gleicher Eigenschaft an der Kreisschule in Reval tätig. Gleichzeitig war er 1871‒74 Geschäftsführer der Estländischen Gouvern.-Regierung, 1882 stellvertretender Zensor und ist seit 1881 Schriftführer beim Estländischen Schulendirektorat. Die Nähnadel des Hetman (N.), 1883. ‒ Das Lied von der Heerfahrt Igors (Ep., aus dem Altrussischen), 1884."
1329209869,"geb. am 29. August 1864 zu Kamenez-Podolski (Rußland) als der Sohn eines Gutsverwalters, kam mit zehn Iahren zu seinem Großvater, einem Zahntechniker, nach Österreich, wo er auf dessen Kosten die Volksschule in Radautz u. das Gymnasium in Czernowitz bis zur sechsten Klasse besuchte. Dann sollte er gleichfalls Zahnkünstler werden. Es kam darüber zum Bruch zwischen Großvater und Enkel, und dieser begab sich ganz mittellos nach Wien. Durch die Empfehlung des Hofschauspielers Altmann erhielt er eine Freistelle in der Schauspielschule des Wiener Konservatoriums, die er drei Iahre besuchte. Dann unternahm er als Rezitator große Reisen durch den Orient, Deutschland, die Schweiz, Belgien und zur Chicagoer Weltausstellung nach Amerika. Heimgekehrt, ließ er sich in Czernowitz (Bukowina) nieder, wo er seitdem als Iournalist u. Schriftsteller tätig ist. Vom Baume der Erkenntnis (Dr.), 1899. 2. A. 1906. ‒ Der Sündenfall (Dr.), 1900. ‒ Adam (Dramenzyklus); Reinheit (Prolog). ‒ (Dr.). ‒ sing u. das Theater der Gegenwart;"
116134100,"wurde am 26. Febr. (10. März n. St.) 1846 in Riga geboren, besuchte die Pensionsanstalt des selbst, darauf das Obergymnasium in Braunschweig u. studierte von 1865 bis 1868 in Iena u. Berlin klassische Philologie und Geschichte. Er kehrte dann nach Riga zurück, wirkte hier zwei Iahre als Lehrer an einer Privatschule und an der Vorschule zum Polytechnikum und begab sich 1871 nach Petersburg, wo er zwei Iahre als Oberlehrer der Geschichte am deutschen Privatgymnasium Wiedemanns tätig war und seit 1873 als Oberlehrer am deutschen Gymnasium der reformierten und KatharinenGemeinde wirkte. Vom November 1875 bis Iuli 1878 redigierte er auch den St. Petersburger „Herold“. Er starb daselbst im Februar 1890. Ernst von Schwaben (Tr.), 1873. Konrad von Marburg (Tr.), 1876. Balladen, 1877. ‒ Die Eroberung von Konstantinopel (Tr.), 1883."
1158101309,"geb. am 22. Iuni 1846 in Belgrad, widmete, sich zuerst dem Bergbau und der Hüttenkunde, zu welchem Zwecke er die Bergakademie zu Schemnitz in Ungarn besuchte, wandte sich dann der Bühne zu und war in Brünn, Hermannstadt, Linz Lemberg, Meiningen, Frankfurt a. M., Wiesbaden, Berlin, Wien und München als Schauspieler tätig. Nach 15 Iahren entsagte er diesem Berufe, begleitete Friederike Bognar auf ihren Gastspielreisen und ging später mit dem Fürsten Ioseph Sulkowsky nach Schweden und Norwegen, lebte danach lange Zeit in Paris und ließ sich dann in Berlin nieder, von wo aus er Rezitationsabende in ganz Deutschland veranstaltete. Im Iahre 1892 übersiedelte er nach Wien und war von hier aus als Rezitator tätig. Feldblumen (Ge.), 1860. ‒ Klänge vom Donaustrand (Ge.), 1864. ‒ Gebrochene Rosen (Ge.), 1866. ‒ Wird er wieder kommen? (N.), 1868. ‒ Gescheitert und geläutert (R.), 1870. Sagen und Märchen, 1872. ‒ Heimatklänge (Ge.), 1875. ‒ Der Falkonier (G.), 1880. ‒ Soldatenlieder, 1883. ‒ Aus der Gesellschaft, 1884. Blumen am Wege (Ge.), 1887. ‒ Die Zigeuner (G.), 1887. ‒ Lose Blätter (Ge.), 1887. ‒ Glande, der Wendenfürst (Dr.), 1888. ‒ Lieder und Gesänge, 1891. ‒ Balladen u. Donausagen, 1891."
1036657981,"pseud. 1858 in Hamburg als Tochter des damaligen kaiserl. russischen Generalkonsuls Freiherrn Charles v. tag-Loringhoven kam 1864, da ihr Vater das Familienfideikommiß Pajomois auf der Insel Oesel antrat, nach Rußland. Ihre Erziehung erhielt sie teils im väterlichen Hause durch Gouvernanten, teils in Arensburg durch Gymnasialprofessoren. Im Iahre 1877 vermählte sie sich mit ihrem Vetter, dem Schriftsteller und Kammerherrn Alexander Freiherrn von FreytagLoringhoven (s. d.!), der zuerst das Streben nach literarischer Tätigkeit in ihr wachrief. Als diese Ehe 1883 geschieden ward und Marie ins elterliche Haus zurückgekehrt war, beschäftigte sie sich viel mit literarischen Arbeiten; als man aber einmal irrtümlich annahm, sie hätte eine bestimmte Persönlichkeit in einem Helden ihrer Novellen gezeichnet, forderte ihre Familie von ihr das Versprechen, nicht mehr zu schriftstellern. Bald darauf kam sie nach Wiesbaden, u. hier bestimmte sie der Redakteur Schellenberg, unter einem Pseudonym ihre alte geliebte Tätigkeit wieder aufzunehmen, und sie ist derselben auch nach ihrer Rückkehr in die Heimat treu geblieben. Im Iahre 1889 ging sie eine zweite Ehe ein, und zwar mit dem kaiserl. russischen Wirkl. Staatsrat, Direktor der Reichsschulden-Tilgungskommission, Léonide von P., dem sie nach Petersburg folgte. Im folgenden Iahre kam sie nach Wien wo sie drei unvergeßliche Iahre verbrachte. Seit 1898 verwitwet, lebt sie seitdem in Görz im Küstenlande ganz ihrer geistigen Arbeit. Sarmatenliebe (Russische Nn.), 1903. ‒ Durchs Fenster gesehn (Nn. u. Sk.), 1905. ‒ Lebensglaube (R.); ‒ Totes Wasser (R. aus Habsburger Landen), 1907. ‒ Seltsame Leute (Nn.), 1909. 2. A. 1911."
1019309229,"pseud. Weber-Lutkow, in Galizien ansässigen deutschen Familie u. wurde am 27. Septbr. 1861 in Lemberg geboren. Er studierte die Rechte und Philosophie in Lemberg und Wien, erwarb sich hier die Würde eines Verwendung als Richter in Wien. Im Iahre 1899 wurde er zum Bezirksrichter in Wildshut bei Salzburg befördert u. 1910 zum Landgerichtsrat ernannt. Er weilt abwechselnd hier oder in Lutkow bei Radymno (Galizien). P. ist neben seinem Berufe auch als Kritiker und Novellist tätig. Schlummernde Seelen (Geschn. aus Kleinrußland), 1900. ‒ Die schwarze Madonna (desgl.), 1901. ‒ Bilder aus der französischen Revolution, 1901."
unidentified008,"* 1837 zu Riga als der Sohn eines Literaten, besuchte eine Privatschule daselbst, trat, da durch die bedrängte Lage seiner Eltern ihm jede Hoffnung auf weitere Ausbildung für die Universität vereitelt ward, als Beamter in den russischen Staatsdienst u. lebt er noch jetzt als Zollbeamter in Riga. Benedikt (Schsp.), 1883."
116334851,"wurde am 9. Febr. 1808 zu Lemberg von jüdischen Eltern geboren. Sein Vater, ein gebildeter und angesehener Mann, bestimmte den Sohn zum Studium der Medizin. Nachdem dieser daher die Schulen seiner Vaterstadt und seit 1822 das Gymnasium in Wien besucht hatte, bezog er 1829 die Universität in letztgenannter Stadt, promovierte hier zum sich dann in seiner Vaterstadt als praktischer Arzt nieder. Schon nach wenigen Iahren wurde er daselbst zum Primararzt und Direktor des jüdischen Spitals ernannt. Durch das fleißige Studium der deutschen Literatur war er ein eifriger Förderer deutschen Wesens, deutscher Wissenschaft und deutschen Lebens geworden, und um dieses in seinem Vaterlande immer fester zu gestalten, gründete er 1840 als Beiblatt zur offiziellen „Lemberger Zeitung“ eine deutsche literarische Zeitung „Die Leseblätter“, die sich bald weitverbreiteter Teilnahme zu erfreuen hatte, in dem Sturmesjahr 1848 aber einging. An den politischen Bewegungen dieser Zeit nahm auch R. eifrigen Anteil, doch zog er sich bei eintretender Reaktion vom politischen Leben zurück, seine Kräfte hinfort ganz der leidenden Menschheit und den kommunalen Interessen seiner Vaterstadt widmend. Er wurde auch Mitglied d. Stadtrats und erwarb sich in seinen Stellungen bleibende Verdienste. Im Iahre 1872 siedelte er nach Wien über, kehrte aber bald wieder nach Lemberg zurück. Hier befiel ihn ein Augenleiden, das schließlich in völlige Erblindung überging. Hilfe dagegen zu suchen, begab er sich nach Wien, starb hier aber am 28. Mai 1880. Mit ihm verlor das Deutschtum des Ostens einen seiner begeistertsten Repräsentanten. Mose (Ep. G.), 1842. ‒ Goethe (G., seinen Manen geweiht), 1852. ‒ Festgedichte zur Lessing-Feier, 1860. ‒ Hebräische Gesänge. Metr. nachgebildet, 1860. ‒ Bajazzo (Ep. G.), 1863. ‒ Vierzehn Sonette (zum Geburtstage L. A. Frankls), 1880. ‒ Zahlreiche poetische Flugblätter. ‒ In seinem Nachlaß fanden sich: Der letzte der Arpaden (Dr.) ‒ Esterka (Dr.) ‒ Metrische Nachbildung der Psalmen."
116391960,"geb. am 6. (18. n. St.) Dezember 1823 zu Reval in Estland, erhielt seine Erziehung durch Hauslehrer und auf der Ritteru. Domschule zu Reval, trat dann in Seedienste und machte als Aspirant u. Flottenoffizier eine Reihe Seefahrten im Baltischen Meere und in der Nordsee, darunter eine längs den finnischen Schären mit dem Großfürsten Konstantin u. eine nach Dänemark. Nachdem er den Seedienst 1845 verlassen, trat er in Zivildienste, amtierte erst eine Reihe von Iahren in dem estländischen Badeorte Hapsal, darauf in Libau, wo er 1860‒61 die „Libausche Zeitung“ herausgab, während des letzten polnischen Aufstandes, 1863‒64, an der russisch-preußischen Grenze in Polangen und endlich bei der baltischen Eisenbahn in Reval. Treu seinen Überzeugungen und unermüdlicher Kämpfer für Wahrheit und Recht, hat er im Streit sowohl gegen alles feudale ultramontane Wesen als auch gegen die Korruption des Beamtentums viel zu leiden gehabt. Es gelang seinen Feinden sogar, ein ihm und seinen Kindern zukommendes Vermögen, diesen durch Erbschleicherei zu entziehen. Seit dem Iahre 1874 schwer krank und leidend, unterzog er sich, nachdem er in Deutschland vergebens Hilfe gesucht, in Dorpat einer schweren, gefährlichen Operation, an deren Folgen er am 31. August (12. Septbr. n. St.) 1876 in Dorpat starb. Blätter (Ge.), 1846. ‒ Der Liebestrank (Romant. Dr.), 1848. ‒ Neue Gedichte, 1848. ‒ Baltisches Album; hrsg. 1848 [Darin von R. u. a.: Liebe, Glaube, Hoffnung (Dr. G.). ‒ Herzlos (Dr.). ‒ Ein Tag Ludwigs Seemanns Ende (Ep. G.), 1849. ‒ Rizzio (Tr.), 1849. ‒ Estländische Skizzen, 1848. ‒ Elfenmärchen (Dr. D.), 1850. ‒ Ein Ring (Tr.), 1851. ‒ Die Gräfin von Rochepierre (Lsp.), 1855. ‒ Die belletristische Literatur der Ostseeprovinzen Rußlands von 1800 bis 1852; 1853. ‒ Musenalmanach a. d. Ostseeprovinzen, 3 Iahrg., 1854 bis 1856. ‒ Vom Meeresstrande (Ge.), 1856. ‒ Herrn Petermanns Schwester (P.), 1867. ‒ Aus dem Innersten (Letzte Ge.), 1873. ‒ Iesus von Nazareth (Tr.), 1875."
103868546X,"bekannt unter ihrem Mädchennamen von Rehren, St.) Febr. 1875 auf der zu Rußland gehörenden Ostsee-Insel Oesel geboren. Ihre Eltern waren russische Untertanen, stammten aber aus Schweden. Da die Sprache der Gebildeten auf Oesel zumeist die deutsche ist, so lernte Ludmilla auch diese als ihre Muttersprache betrachten. Privatunterricht und eine höhere Töchterschule vermittelten ihre Bildung, und mit 14 Iahren sah sie ihre erste literarische Arbeit, ein Märchen, in einer Kinderzeitung gedruckt. Als ihr Vater, der kaiserlich russische Titularrat und Ritter Karl von Rehren, starb, war sie noch nicht ganz 16 Iahre alt. Sie hat dann das Elternhaus verlassen und sich mühsam durch die Welt schlagen müssen. Verwandte nahmen sie eine Zeitlang bei sich auf; da ihr aber der Aufenthalt bei ihnen nicht behagte, wurde sie 1893 Diakonissin in Riga. Dieser Beruf erforderte aber mehr Kräfte, als Ludmilla bieten konnte; sie gab ihn also 1894 wieder auf, reiste nun viel, hielt sich in Finnland, Petersburg, Moskau, Riga, Libau auf und arbeitete zwischendurch für Zeitungen. 1897 kam sie nach Berlin, wo sie als Mitarbeiterin verschiedener geachteter Blätter bald festen Boden gewann. Im Iahre 1900 verheiratete sie sich mit Albert Heymer, dem Direktor und Besitzer der Landwirtschaftlichen Lehranstalt in Oranienburg (Mark), u. als diese am 1. April 1902 von der Landwirtschaftskammer der Provinz Brandenburg übernommen wurde, siedelte das Ehepaar nach Charlottenburg, 1904 nach Iena und 1906 nach Eutin über, von wo es 1907 nach Osterode in Ostpreußen verzog. Vom Baume der Erkenntnis (Nn.), 1902. – Aazo und Linda (Eine Gesch. a. Livlands Vergangenheit), 1902. – Moderne Nonnen (Nn. und Sk.), 1903. – Reinheit. Die Freunde (2 En.), 1903. – Drei aus einem Nest und andere Geschichten, 1905. – Gertrud Gawenda (Berliner R.), 1909."
1193684137,"geb. am 11. Ianuar 1809 zu Riga in Livland, studierte auf der Landes-Universität Dorpat von 1829‒34 erst Theologie, dann die Rechte u. wurde 1838 beim Gouverneur von Livland für das Kriminalfach angestellt, in welcher Stellung er bis zu seinem Tode ausharrte. Schon als Knabe und Student hatte er sich vielfach in lyrischen Gedichten versucht. Nach seiner Anstellung in Riga wandte er sich vorwiegend dem Drama zu, erlebte auch die Aufführung und eine günstige Beurteilung seiner Stücke; doch setzte der Verfall des Theaters in Riga nach Abgang der Direktoren Holtei und I. Hoffmann seinen dramatischen Bestrebungen ein kurzes Ziel, und pflegte er fortan, namentlich seit Stiftung des Rigaer Dichtervereins (1856) mit Vorliebe u. Glück das Feld der Lyrik. Er starb am 29. Iuli 1881. Cola Rienzi (Tr.), 1837. ‒ Roman einer Stunde (Lsp.), 1838. ‒ Martin Giese (Bürgerl. Tr.), 1842. ‒ Gedichte, 1842. ‒ Ferdinand Walden, oder: Ideal und Leben (Schsp.), 1843. ‒ Düwecke (Dr. G.), 1843. ‒ Der Sängerinnen Streit (Komöd.), 1844. ‒ Chateaubriand (Tr. nebst Vorsp.: Der Cagot), 1845. ‒ Der verstopfte artesische Brunnen (P.), 1847. ‒ Die Testamentsbraut (Kom. O.), 1849. ‒ Des Meisters letzte Stunde (G. zu Mozarts Totenfeier), 1850. ‒ Ein Traum (Dr.), 1851. ‒ Der schwarze Pirat (O.), 1851. ‒ Der Templer (O.), 1853. ‒ Die Cholerawaise (Dram. Szene), 1851. ‒ Vier Fabeln, 1857. ‒ Kommersu. Trinklieder, 1859. ‒ Liederbuch (Aus dem Album des Rigaer Dichtervereins), hrsg., 1865. ‒ Gedichte aus Riga, (Anthologie; hrsg.), 1867."
118745492,"geboren am 31. Mai 1873 in Lemberg, lebt nach beendeten Studien als Schriftsteller (1910) in Wien. Drei Frühlingstage und andere Novellen, 1900. – Das kleine Heim (Dr.), 1908. – Unterwegs (Ein Don IuanDr.), 1909. – Der dumme Iakob (Dr.), 1910. – Ich kenne sie (Nn.), 1912. – Sommer (Kom.), 1912."
unidentified009,"wurde am 3. Dezbr. 1860 in Pleskau (Pskow), geboren, wo ihr Vater damals Oberlehrer für Mathematik am dortigen Gymnasium war. Dieser wurde später als Oberlehrer nach St. Petersburg und danach an das neu gegründete Alexander-Gymnasium in Reval versetzt. Infolge einer sehr schwächlichen Gesundheit besuchte Alide keine öffentliche Schule, sondern empfing ihren Unterricht im Elternhause, bereitete sich hier auch auf das Examen für Hauslehrerinnen vor, das sie dann am Gymnasium in Reval ablegte. Im Iahre 1881 reiste sie zum Besuche einer Schwester nach Zürich und benutzte diese Gelegenheit, sich im dortigen Konservatorium zur Musiklehrerin (auch als Harfenvirtuosin) auszubilden. Als solche ist sie jetzt in ihrer Heimat Reval tätig; auch ist sie bereits als Komponistin hervorgetreten. Mosaik (Mn. u. Novelletten), 1893."
116627018,"geb. am 29. Iuli 1840 zu Czernowitz in der Bukowina als der Sohn eines angesehenen, wohlhabenden Kaufmanns, sollte anfänglich nach dem Willen seines Vaters Theologie studieren, wurde aber, als er entschiedene Abneigung gegen diesen Beruf bekundete, für den Handelsstand bestimmt und trat 1854 in das Großhandlungshaus ein, das sein Vater in Bukarest errichtet hatte. In demselben blieb er als Praktikant, dann als Leiter und zuletzt als alleiniger Besitzer sechzehn Iahre, während welcher Zeit er auf Geschäftsreisen auch Deutschland, Frankreich, Italien und England kennen lernte. Im Iahre 1871 kehrte er nach Czernowitz zurück und gründete hier ein Bankgeschäft, das er viele I. leitete. Auch war er Direktor der Bukowinaer Sparkasse, gab mehrere Iahre die „Bukowinaer Nachrichten“ heraus u. gehörte 1901–07 dem Reichsrat als Abgeordneter an. Nachdem er sich aus seinem Geschäft zurückgezogen, lebt er jetzt in Wien. Dramatische Sprichwörter (3 Lspe.), 1864. – Neue dramatische Sprichwörter (3 Lspe.), 1865. – Susens Mann und andere Geschichten, 1891. – Um ein Königreich und andere Geschichten, 1893. – Die Urenkelin und andere Geschichten, 1896. – Der Gouverneur und andere Geschichten, 1898."
116711825,.
118604570,"pseud. 27. Ian. 1836 zu Lemberg geboren, wo sein Vater gleichen Namens k. k. Hofrat und Polizeichef von Galizien war. Seine Iugend verlebte er im Winter in der Stadt und im Sommer gewöhnlich auf dem Lande, in Zloczow oder in dem reizenden Winiki. Hier durchstreifte er als Knabe, die Flinte auf dem Rücken, auf eigene Faust Feld und Wald, Gebirge und Sumpf, u. sammelte unter dem galizischen Volke jene Eindrücke, welche später für seine literarische Physiognomie so maßgebend wurden. Unter den kleinrussischen Bauern, in denen die Erinnerungen an die alte Kosakenfreiheit und an die Kämpfe gegen die polnische Aristokratie noch immer lebendig waren, gewann er jenen demokratischen Zug, der ihn später bestimmte, seinem Vater den Eintritt in den Staatsdienst zu verweigern. Unauslöschliche Eindrücke machten auf ihn die Greuel des Iahres 1846, wo der Wahnsinn des galizischen Edelmanns mit der Mordlust des Landmanns Hand in Hand gingen. Im Iahre 1848 wurde Leopolds Vater als Stadthauptmann und Polizeichef nach Prag versetzt, und hier erst erlernte der Sohn, der bis dahin nur polnisch und ruthenisch sprach, die deutsche Sprache. Er besuchte hier das Gymnasium, das er mit fünfzehn Iahren absolvierte, beendete dann die philosophischen Kurse u. studierte mit Vorliebe Mathematik, Geschichte, Naturwissenschaften und die Rechte. Nach der Versetzung des Vaters nach Graz (1855) vollendete Leopold von S.-M. hierselbst seine rechtswissenschaftlichen Studien, erwarb sich mit 20 Iahren die Doktorwürde, arbeitete dann einige Zeit im k. k. Staatsarchiv zu Wien sein Geschichtswerk „Der Aufstand in Gent“ (erschien 1857) aus u. habilitierte sich darauf in Graz als Privatdozent der Geschichte. Im Iahre 1858 erschien anonym S.-M.s erster Roman, und dessen Erfolg bestimmte ihn, sich ganz der literarischen Beschäftigung zu widmen, obwohl er sein akademisches Lehramt vorläufig noch beibehielt. Nachdem er 1859 als Freiwilliger in die österreichische Armee eingetreten war, um gegen die Franzosen und Italiener zu kämpfen, wurde er unter Schmerling zum Professor in Lemberg ernannt; doch resignierte er unter dem deutsch-feindlichen Minister Belcredi und lebte in den folgenden Iahren als Schriftsteller abwechselnd in Graz, Prag, Salzburg und Wien, unternahm größere Reisen und besuchte auch von Zeit zu Zeit seine kleinrussische Heimat, der er eine treue Liebe bewahrte. Im Iahre 1873 vermählte er sich und ließ sich dann zunächst in Bruck an der Mur nieder. Die Ehe mit seiner Frau gestaltete sich bald zu einer höchst unerträglichen, und ist wohl beiden Gatten ein gleiches Maß von Schuld zuzuschreiben. S.-M. war ein kranker Psychopat, eine Persönlichkeit mit schwerer degenerativer Veranlagung, mit perversen, besonders nach der sexuell-pathologischen Seite gerichteten Neigungen u. Antrieben behaftet, und der berühmte Psychiater KrafftEbing in Wien hat ihn denn auch als den Urtypus eines „Masochisten“ bezeichnet. Sein Weib, ein liederliches Frauenzimmer, nährte nur die perversen Neigungen des Gatten noch mehr, und so wurde der Zusammenbruch der Ehe schließlich unausbleiblich. Im Iahre 1877 siedelten die Gatten nach Graz und 1880 nach Budapest über, wo S. kurze Zeit die „Belletristischen Blätter“, eine für den Salon und das Boudoir bestimmte Wochenschrift herausgab, u. begründete am 1. Oktober 1881 die internationale Revue „Auf der Höhe“, die er vier Iahre lang in Leipzig, wohin er seinen Wohnsitz verlegt hatte, herausgab. Im Iahre 1886 ließ er sich von seiner Gattin (s. die Folgende) scheiden u. zog nach Lindheim in Oberhessen, ging von hier im November 1886 auf ein Iahr nach Paris, war 1890–91 Feuilleton-Redakteur der „Neuen Badischen Landeszeitung“ in Mannheim u. kehrte dann nach Lindheim zurück, wo seine Gattin in zweiter Ehe, Hulda, geborne Meister, ein Landgut besaß. Hier ist er nach langem Leiden am 9. (n. a. 5.) März 1895 gestorben."
