gnd,werk
101483694,Neues Taschen-Wörterbuch der italienischen u. deutschen Sprache f. d. Schulu. Handgebrauch. 2 Tle. 8. (1024) Ebda. 1895. 6.; in 1 Bd. geb. 7.
101483694,Neues Wörterbuch der portugiesischen u. deutschen Sprache. 2 Tle. 4. Aufl. 8. (1310) Ebda. 1896. à 15.; geb. à 18.; in 1 Bd. geb. à 17.
101483694,Vollständiges Wörterbuch d. italienischen u. deutschen Sprache. 2 Tle. 11. Aufl. 8. (1360) Ebda. 1894. 12.; geb. 15.; in 1 Bd. geb. 14.
119282585,Studien zur hispanischen Wortdeutung. 1885.
119282585,"Studien zur romanischen Wortschöpfung. 8. (300) Leipzig 1876, Brockhaus. n 6."
119282585,Versuch über den Ritterroman Palmeirim de Inglaterra. 1883.
116563559,"Erlöserin. Berlin 1897, Carl Duncker. 2.; geb: 3."
116563559,"Unmöglich geworden. Berlin 1898, Fussinger. .50; geb. 1."
117017663,"Der Hirtenkasper. Eine Dorfgeschichte. 16. (132) Berlin 1864, Nicolais Verlag. n 2.50; geb. n 4."
117017663,Ein deutscher Soldat im Frieden. Erzählg. 1872.
138382565,"Axenstein. Doppelnov. 8. (187) Berlin 1894, R. v. Decker. 3."
117029009,"Gedichte. 8 (175) Wien 1889, Szelinski. n 2."
117029009,"Neue Gedichte. 8. (196) Leipzig 1895, G. Wigand. n 3.; geb. n 4."
138412588,"Anleitung zur Schaffung v. Haushaltungs-Abendschulen f. unbemittelte Mädchen. (Anh.: Kochrezepte m. Preisangaben. 2. Aufl. 8. (84) Wien 1897, Gg. Szelinski. n 1."
138412588,"Briefe aus Philadelphia (1876) an eine Freundin. 8. (144) Wien 1877, Gerolds Sohn. n 2.40"
138412588,Das häusliche Glück. Für österreichische Verhältnisse umgearbeitet v. K. Migerka. 1889. 5. Aufl. 1895.
138412588,"Die stolze Lehne. Erzählg. f. d. Volk. 2. Aufl. 8. (200) (1889) 1894, Wien, G. Szelinski. n 1."
138412588,Dr. Barnardos Homes. (Rettungsu. Wohlfahrts-Anstalten) 8. (41) Ebda. 1892. n .50
127761012,Vollständiges Kochbuch für die Bürgerküche. Mit Angabe der Personenzahl bei Tische. 8. (96) Ebda. 1844. n .50
117047872,"Aus dem Leben. Zwei Erzählgn. 8. (148) Bremen, Diercksen & Wichlein. n 2.50; geb. n 3."
117047872,"Bis zum Senator. Eine Erzählg. f. Alt u. Iung. 2. Ausg. 8. (192) Bremen 1885, Haake. n 2."
117047872,"Blumen am Wege. Erzählgn., Sagen, Arabesken u. Märchen f. d. reifere Iugend. 8. (530) Bremen 1873, Kühtmann & Co. 4.50"
117047872,"Buntes Laub. Sagen, Arabesken u. Märchen f. die reifere Iugend. 8. (296) Bremen, Hamburg 1863, Graedener. 3.; kart. 3.40"
117047872,"Der Achatschleifer u. Oswald. Zwei Lebensbilder für die reifere Iugend. 2. Aufl. 8. (168 m. 3 Chromol.) Illustr. v. Rud. Geissler. Glogau 1879, Flemming. 1.50"
117047872,"Dramatische Kleinigkeiten. Marion.  Das Testament des Onkels. 16. (148) Bremen 1867, Tannen. 2.25"
117047872,"Eigentümlichkeiten der Bremer Neuzeit. 8 (87) Bremen 1852, Kühtmann & Co. n 1.20"
117047872,"Eine Tante. Ein Lebensbild f. d. reifere Iugend. 2. Aufl. 8. (141 m. 3 Chromol.) Glogau 1879, Flemming. 1.50"
117047872,Feldblumen. Erzählg. f. d. reifere Iugend. 1.6. Bd. 16. Ebda. à n 1.
117047872,"Heide u. Moos. Märchen. 16. (260) Lübeck 1834, Dittmer. n 4.; geb. 4.50"
117047872,"Plattdeutsche Gedichte in bremischer Mundart. 8. (148) Bremen, Hamburg 1860, Graedener. n 2."
117047872,"Ranken. Gedichte. 16. (199) Bremen 1870, v. Halem. n 3.; geb. n 4."
117047872,"Sagen der alten Brema. 8. (216) Bremen 1867, Heyse. n 2.80; geb. n 3.20"
117047872,"Spruchschatz. 8. (434) Bremen 1879, Fischer. n 6.; geb. n 7."
117008338,"Lilli (in 10 Liedern). Hannover 1826, Hahn."
1050402022,"Aus stiller Welt. Ein Trostbüchlein. 8. (118) Dülmen 1890, Laumann. n 1.50; geb. n 2. 50"
1050402022,"Im Kampfe um die Ehre. Erzählg. nach dem Holl. 8. (280 m. 2 Photograv.) Regensburg 1896, Nationale Verlagsanstalt. n 3.; geb. n 4.; m. Goldschn. n 4.50"
1050402022,"Kreuz und Kalvarienberg. Übersetzg. 8. (222) Dülmen 1890, Laumann. geb. .75"
117848131X,"Die Verwunschene.  Das Rosenwunder der hl. Elisabeth. Zwei dramatische Iugendspiele. 8. (56) Dresden 1879, Bleyl & Kämmerer. n .90; geb. n 1.30"
117848131X,"Dornröschen. Märchendichtg. Eisenach 1891, H. Kahle."
117848131X,Frühlings Streit mit dem Winter. 12. (43) Ebda. 1896.
117848131X,Grete. Märchendichtg. Ebda. 1894.
102179905,"‒ Über Bücher. Ein Essay von Waldo Ralph Emerson. Aus dem Engl. v. S. M. Aus: »Gesellschaft u. Einsamkeit«, 16. (61) Ebda. 1875. n 1."
117119911,Dasselbe. Ricordi di una madre. 12. (37 m. 1 Bildn.) Ebda. 1894. 1.20
117119911,Plaudereien f. kleine u. grosse Kinder. 8. (49) Ebda. 1892. n 1.20
117127728,Kriegsu. Friedensklänge aus dem grossen Iahre 18701871. 8. (51) Bonn 1872 Ed. Webers Verlag. .90
117134082,Die Kinder m. dem Gummiball. Autoris. Übersetzg. v. M. M. 12. (27) Ebda. 1895. n .20
1023822288,"Was ein Sonnenstrahl erzählt. Alpenmärchen. (Richisau. Wallensee. Hohenems. Hohenschwangau.) 12. (90 m. Vignetten.) München 1893, Münchener Handels druckerei u. Verlagsanstalt, M. Poessl. n 1.20; geb. n 2.50"
119452480,"Die menschliche Ernährung u. die kulturhistorische Entwicklung der Kochkunst. 8. (162) Berlin 1882, Stuhr. Vergriffen. n 2.; geb. nn 2.80"
119452480,"Die Nationallieder Polens mit den vier Hauptmelodien. 8. (39) Berlin 1861, Behr. n 1."
119452480,"Die Plauderstunden. 12 Erzählgn. f. die reifere Iugend. 8. (205) Leipzig 1874, Hirt & Sohn. Vergriffen n 2.80; geb. n 4.50"
119452480,"Die Storchstrasse. Hundert Bilder aus der Kinderwelt. 8. (240 m. 8 L) Breslau 1861, Trewendt. Unter dem Titel: »Hundert Geschichten aus der Kinderwelt« erschien die 2. u. 3. Aufl. bei Thienemann, Stuttgart. (Siehe weiter unten.) geb. 3.75"
119452480,"Errichtet Entbindungsasyle für notleidende Ehefrauen. Vortrag. 8. (16) Berlin 1895, Verlag der Deutschen Hausfrauen-Zeitung. .30"
119452480,"Erinnerungsblätter aus dem Kriegsjahr 187071. Die Verpflegg. durchzieh. Truppen, Verwundeter u. Gefangener auf den ostu. niederschlesischen Bahnhöfen. 8. (59) Ebda. 1895. n 1."
119452480,Ernährungslehre. Anleitg. zur häusl. Gesundheitspflege. 4. Aufl. 8. (215) Ebda. 1897. geb. n 3.
119452480,"Festschrift zum 25jährigen Iubiläum des Vereins der Berliner Volksküchen von 1866. 4. (102) Berlin 1891, Verlag der Deutschen Hausfrauen-Zeitung."
119452480,Fleischextraktküche. Ebda. n .50
119452480,Frauenarbeit in Deutschland 2 Tle. 8 Ebda. 1893. geb. à 6.
119452480,Friedrich Fröbels Leben u. seine pädagogische u. soziale Bedeutung. Ebda. .75
119452480,"Gedenkblatt zum 25jährigen Iubiläum des Kinderschutzvereins. 8. (15 m. 1 Bild) Berlin 1894, Verlag der Deutschen Hausfrauen-Zeitung. n .40"
119452480,"Glaube, Andacht u. Pflicht. M. einem Anhang von Dr. I. H. Ritter. 2 Tle. 16. (104) Berlin 1863, Springers Verlag. geb. n 1.50"
119452480,"Hundert Erzählungen aus der Kinderwelt für Kinderstube u. Kindergarten. 8. (159 m. 4 Farbendr.) Stuttgart 1895, K. Thienemann. 2. u. 3. Aufl. geb. n 3."
119452480,"In der Dämmerung. Märchen, Sagen etc. 2. Aufl. 8. (97 m. 4 L.) Neu-Ruppin 1869, Oehmigke. Vergriffen. n 2.25"
119452480,"Iahrbuch für junge Mädchen nach der Schulzeit. 7. Iahrg. 8. (192 m. Abbildgn.) Berlin 1895, Verlag der Deutschen Hausfrauen-Zeitung. n 2.; geb. n 2.50"
119452480,"Iugend-Kalender für das Iahr 1893. Für Knaben u. Mädchen. 8. (192 m. Abbildgn.) Berlin, Leipzig 1892, R. gerbe. geb. n 1."
119452480,"Kindergarten u. Schule. Berlin, Verlag der Deutschen Hausfrauen-Zeitung."
119452480,"Koch-Rezepte der Berliner Volksküchen von 1866 u. die Nährwerte der Speisen, od. wie bereitet man schmackhaft u. nährend die billigste Massenspeisung? 4. Aufl. 8. (29) Berlin 1883, Stuhr. n .30"
119452480,"Liebe u. Leid. Nov. nach dem Leben. 2. Ausg. v. »Blütenleben«. Leipzig 1879, Oehmigke. Vergriffen. geb. n 3."
119452480,"Liebe und Leid. 8. (232) Berlin 1869, Oehmigke. 3.; geb. 3.75"
119452480,"Offenes Wort, über das medizin. Studium der Frauen an Herrn Prof. W. Waldeyer. 8. (22) Berlin 1888, Verlag der Deutschen Hansfrauen-Zeitung. n .50"
119452480,"Saccharin im Haushalt u. f. den Krankentisch. Eine Studie nebst 100 Koch-, Backu. KonserveRezepten mit Saccharin 95. Taus. 8. (37) Magdeburg (1889) 1896. Berlin, Verlag der Deutschen Hausfrauen-Zeitung. n 1."
119452480,"Universalkochbuch für Gesunde u. Kranke. 5. Aufl. 8. (1000) Ebda. 1897, geb. n 6."
119452480,"Viktoria, Kronprinzessin des Deutschen Reiches, Prinzess Royal u. Grossbritannien, Festschrift. 8. (107) Ebda. 1883. n 1.20; geb. n 2."
119452480,"Was kochen wir heute? Speisezettel auf 1 Iahr f. die reiche Küche u. den bürgerl. Tisch, nebst Verdeutschung aller in der Küche übl. Fremdwörter. 5. Aufl. 1897. 16. (123) Berlin, Verlag der Deutschen Hausfrauen-Zeitung. geb. n .50"
119452480,Wirtschaftsu. Wäsche-Kontrollbuch. 5. Aufl. 8. (99) Ebda. 1897. geb. n .75
119452480,Zehn goldene Leitworte für Mädchen im Hausdienst. 8. (10 Bl.) Ebda. 1894. In Karton n 1.
119452480,"Zuverlässiges Hilfsbuch zur Gründung, Leitung und Kontrolle von Volksküchen. Mit 15 Formularen zur Buchführung u. 66 Kochrezepten. 8. (98 m. 3 Taf.) Ebda. 1892. n 1.50"
116928654,Ein Monat in Göttingen. 1866.
116928654,Eine Emigrantin. 1892.
116928654,"Elisabeth Prentiss. Ihr Leben u. ihre Briefe. In teilweise verkürzter u. Freier Übersetzg. 8. (278) Basel 1888, Geering. n 4.80; geb. n 6."
116928654,Dasselbe. 2 Ausg. 1891. n 3.; geb. n 4.20
116928654,"Errungen. Erzählg. a. d. Quäkerleben, von Emma Marshall. Übersetzg. 2. Ausg. 8. (375) Leipzig 1887, Hinrichs Verlag. n 1.; geb. n 1.50"
116928654,"Fritz u. Maria u. ich, von E. Prentiss. Übersetzg. 8. (64) Itzehoe 1874, Nusser. n .75"
116928654,"Gegenüber. Eine Erzählg. aus d. Amerik. von M. R. Higham. 8. (224) Leipzig 1887, Böhme. n 2.70; geb. n 3.50"
116928654,"Glück auf! Aus den Aufzeichngn. eines oberharz. Bergarztes. 8. (143) Hannover 1884, Weichelt. n 1.60"
116928654,"Himmelan. Von E. Prentiss. Übersetzg. 6. Aufl. 8. (391) Basel 1894, A. Geering. n 3.; geb. n 4."
116928654,"Höhen u. Tiefen. »Ad Coelum« von Emma Marshall. Übersetzg. 8. (318) Stuttgart 1881, I. F. Steinkopf. n 3.; geb. n 4."
116928654,"Königstöchter, von Emma Marshall. Erzählg. Übersetzg. 8. (316) Bremen 1890, Heinsius, Nachfolger. n 3.; geb. n 4."
116928654,"Licht aus Finsternis. Erzählg. aus dem deutsch-französ. Kriege. Aus d. Engl. von Annie Lucas. Übersetzg. 8. (258 m. Vignetten) Leipzig 1890, Böhme Nachfolger. n 2.75; Einbd. nn 1."
116928654,"Magdalena Wydvilles Erinnergn. Under Salisbury Spire von Emma Marshall. Erzählg. aus der Zeit der Bürgerkriege Englands. Autoris. Übersetzg. 8. (238) Berlin 1896, Buchhandlung der Deutschen Lehrer-Zeitung. n 2.; geb. n 2.50"
116928654,"Marcella Grace. Eine Erzählg. aus Irlands Gegenwart. Autoris. Übersetzg. Von Rosa Mullholland. 8. (323) Braunschweig 1891, Grüneberg. n 3.; geb. n 4."
116928654,"Meine Grossmutter, von Evelyn Everett Green. Übersetzg. 8. (339) Basel 1887. A. Geering. n 3.20; geb. n 4.20"
116928654,"Nebel im Thal. Eine Erzählg. von Agnes Giberne. Übersetzg. 8. (172) Leipzig 1884, Drescher. n 2.80; geb. bar n 3.50"
116928654,"Vater u. Tochter. Eine Erzählg. von Agnes Giberne. Übersetzg. 8. (412) Basel 1882, Schneider. n 4.20; geb. n 5.40"
116928654,"Von Herzen treu. Eine Familiengeschichte von Emma Marshall. Übersetzg. 2. Ausg. 8. (361) Leipzig 1887, Hinrichs Verlag. n 1.; geb. n 1.50"
116928654,"Was Lizzie erzählte. Gentleman Iim von E. Prentiss. Übersetzg. 8. (126) Leipzig 1884, Böhme. n 1.30; geb. n 2."
116928654,"Wie ich zum Frieden kam. Übersetzg. 5. Aufl. Leipzig, Ungleich."
116928654,"Wie wir uns fanden. Erzählg. aus dem Amerik. von M. R. Higham, Übersetzg. 8. (288) Leipzig 1887, I. Naumann. n 2.50; geb. n 3.50"
116928654,"Wir beide, Graham u. ich. 1886. 9. Aufl. 1896."
116928654,"Zuletzt. Eine Erzählg. von Emma Marshall. Übersetzg. 8. (348) Hamburg 1882, Grädener & R. n 3.60; geb. n 4.80"
116930128,"Der italienische Kirchengesang bis Palestrina. 10 Vorträge. 2. Aufl. 8. (267) (1891) 1894, Berlin, H. Steinitz. n 2.50"
116930128,"Deutschlands Tonkünstlerinnen. Biograph. Skizzen a. d. Gegenwart. 2. Aufl. 8. (239) (1892) 1894, Ebda. n 2."
119011069,"Das Brautgeschenk. 5. Aufl. 12. (180) Leipzig 1880, Geibel. geb. m. Goldschn. n 5."
116936274,"Christrosen u. andere Nov. (162) Leipzig 1898, Schumanns Verlag. 1."
116936274,Erkämpftes Glück. Nov.-Sammlg. (148) Ebda. 1898. 1.
116936274,"Was das Leben bringt. 16. (161) Grossenhain 1895, Baumert & Ronge. 1.; geb. 2."
116281774,"Selam. Skizzen u. Nov. ans dem bosn. Volksleben. 8. (276) Berlin 1893, Schriftsteller-Genossenschaft. bar n 3."
1046645218,"Einfluss der Diät bei der Krankenbehandlung. Aus: »Licht! Luft! Wasser!« 8. (30) Berlin 1897, W. Möller. n .50"
1046645218,"Kleine Aufsätze über Frauenhygiene. Leipzig l897, Th Grieben."
1046645218,"Physische Pflichten des Ehelebens. 2. Aufl. 8 (26) Chemnitz, Berlin 1895, G. Schuhr. n .50"
1046645218,"Sonne u. Luft in ihrem Einfluss auf den gesunden u. kranken Körper. 8. (16) Frankfurt a. M. 1897, I. W. Koch. .20 ‒ Über das Unwohlsein bei Frauen. 2. Aufl. bei Gust. Schuhr, Berlin. 3. Aufl. 8. (32) Berlin 1889, Issleib. .50 ‒ Über den physischen u. moralischen Einfluss der Mutter auf ihr Kind vor der Geburt. 5. Aufl. 8. (32) Ebda. 1889. n .50"
118585754,Dasselbe. 3 Aufl. 1. Bd. Rastatt u. Iena. 8. (723) Ebda. 1861. 5.
118585754,Dasselbe. 2. Bd. Napoleon u. Königin Luise. (754) Ebda. 1863. 5.
118585754,"Neues Bilderbuch. 2 Bde. 8. (677) Berlin 1862, Gerschel n 4."
118585754,"Novellen. Federzeichngn. 4 Bde. 8. (795) Berlin 1865, Gustedt. n 13."
118585754,"Novellen u. Scenen. 2 Tle. 8. (488) Leipzig 1841, Fritzsche. 7.50"
118585754,"Novellettenbuch. 1. Tl. 8 (252) Altona 1841, Hammerich. 4.50"
118585754,"Prinz Eugen u. seine Zeit. Histor. Rom. 2 Abteilgn. 8. Berlin 1864, Ianke. 21."
118585754,"Prinzessin Tartaroff, od. Die Tochter einer Kaiserin. 2 Bde. 2. Ausg. 16. (571) Berlin 1860, Ianke. 2.25"
118585754,"Protestantische Iesuiten. Histor. Rom. 1. u. 2. Abteilg. 6 Bde. 8. (1540) Leipzig 1874, E. I. Günther. n 15."
118585754,"Reisebriefe aus Ägypten. 2 Bde. 8. (520) Iena 1871, Costenoble. 8.25"
118585754,"Von Königgrätz bis Chiselhurst. Histor. Rom. 1. u. 2. Abteilg. à 3 Bde. 8. (761) Stuttgart 1873, Simon. à n 15."
118585754,Dasselbe. Volks-Ausg. 1. Bd. 8. (236) Ebda. 1875. n 2.
118585754,"Von Solferino bis Königsberg. 3 Abteilgn. 8. Berlin, Ianke. à 6."
118585754,"Dasselbe. 1.3. Abteilg. 4. (1728) 1869, 1870, Berlin, Heidemann & Co. 10.80"
118585754,"Welt u. Bühne. 2. Autl. 2 Bde. 8. (502) Leipzig 1869, Dürrs Buchhandlung. 7.50"
118585754,"Zugvögel. Nov. u. Skizzen. 2 Bde. 8. (572) Altona 1840, Hammerich. 9."
116232153,"Der Dom zu Köln, die Rosstrappe, Fata Morgana. 2. Aufl. 12. (92) Altona 1888, Schlüter. geb. m. Goldschn. n 3."
116640979,Verene. Erzählg. aus Tirol. 1865.
117162655,"Dresdner Album. 2. Aufl. 8. (470) Berlin 1856, Nicolais Verlag. n 4.50"
117162655,"Gedichte. 3. Aufl. 8. (328) Stralsund 1854, Dühr. n 4.; geb. n 5.50"
117162655,"Hohenzollern-Lieder. 1. Abt. 8. (38) Berlin 1872, Heinersdorff. nn 1.70"
117162655,"Marienbader Gedenkbuch. 8. (296 m. 6 L.) Dresden 1859, Kaufmann. n 4.50; geb. 6."
117162655,Religiöse Gedichte.
117162655,"Seeduell des preussischen Kanonenbootes »Meteor« mit dem französischen Aviso »Bouvet« an der Küste von Havanna, am 9. November 1870. 8. (3) Berlin 1872, Heinersdorff. nn .30"
117162655,"Vaterländische Hochgesänge und Lieder. 8. (170) Berlin 1849, Hertz in Kommission. n 2."
117162655,"Widmung u. Schlussgebet des Marienbader Gedenkbuches. 8. (4) Leipzig 1873, Heinersdorff. nn .30"
117165999,"Anhang zur II. Auflage von R. Rothes Stillen Stunden (Heinsius, Bremen). Auszüge resp. Aphorismen aus seinen veröffentlichten Briefen. 5.80; geb. 7."
117165999,"Die Stellung der Frau zur sozialen Aufgabe. Vortrag, geh. im Schosse der christlich-sozialen Gesellschaft des Kantons Bern. 8. (67) Bern, Schmid & Francke. n .80"
138701504,Gedichte. 1853.
117598127,"Die Frauenbewegung. Berlin, Ioh. Sassenbach. Ianuarheft von Neuland. 1897. .50"
117597953,Dasselbe. Kleine Ausg. (64) .20
1279016833,"Grundzüge einer vergleichenden Anatomie der Blumenblätter. 4. (356 m. 22 Taf.) Halle 1893, Leipzig, W. Engelmann. n 30."
117602159,"Kinderlied  Kinderspiel. Neue Spiele u. Lieder, nebst einer Sammlg. beliebter Spiele, Gedichte, Rätsel, Festspiele zu kleineren Aufführgn. u.s.w. und eine Zusammenstellg. von Freiu. Ordngs.-Übgn. 2. Aufl. 8. (212) Frankfurt a. M. 1894, Iaegers Verlag. kart. 2.40"
117602159,"Kinderlieder für Schule u. Haus, in Basler Mundart. 2. Aufl. 8. (96 m. Illustr.) Basel 1886, Spittler. n .80; kart n 1.20; geb. n 1.60"
117602159,"Kurze Anleitung zum Verständnis und Gebrauch der Fröbel-Methode in Ausübung und Beschäftigungen. 8. (31) Basel 1884, Riehm. .60"
116641509,Gesammelte Erzählgn. 2 Bde. 183940.
116641509,"Pauline Selbach. Neue Ausg. 16. (408) St. Gallen 1845, Scheitlin & Zollikofer. 3."
117611417,"Allg. deutsches Kochbuch. 4. Aufl. 16. (32) Harburg 1858. (Altona, Verlagsbureau.) n 20"
117611417,"Haushaltungsbuch f. alle Tage des Iahres. (A. u. d. T.: Tägliche Ausgaben f. d. Haushaltg.) 4. (52) Ravensburg 1894, O. Maier. n .60"
1113029854,"Haideklänge. Gedichte. 12. (138) Stuttgart 1897, A. Bonz Erben. 3."
1270090577,"Wiener Malerinnen. 8. (127) Dresden 1895, E. Pierson. 2.; geb. 3.50"
1278492194,"Arbeiterwohl. Martinsbühel b. Zirl (Tirol), Verlag der Lehrlingsanstalt .25"
1278492194,Unterweisungen für Kindsmädchen. Ebda. .25
117391662,Gedichte. 1898. U. d. Presse.
117391662,"Hetärenbriefe. 8. (64) Leipzig 1895, W. Friedrich. 1."
117391662,Sonnenstäubchen. Gedichte. 1893. Verlag der Verfasserin.
116880724,"Eine Schwedenkönigin. Historischer Rom. 2 Bde. 8. (343) Breslau 1882, Schottländer, n 6.; geb. n 8."
116880724,"Gedichte. Neue Folge. 16. (154) Wien 1873, Dirnböck. n 2.60"
116880724,"Gräfin Ebba. Ein Gedicht. 8. (114) Stuttgart 1876, Cotta. n 2."
116880724,"Gurretül-Enn. Ein Bild aus Persiens Neuzeit in 6 Gesängen. 16, (211) Wien 1874, Rosner. n 2."
116880724,"Iohannisfeuer. Dichtg. 8. (160) Stuttgart 1888, Bonz & Co. n 2.; geb. n 3."
116880724,Neue Gedichte. 12. (160) Ebda. 1890. n 2.; geb. m. Goldschn. n 3.
116880724,"Schneeglöckchen. 2. Aufl. 16. (160) Wien 1873, Dirnböck. n 2."
116711817,"Allan Orville. Rom. 3 Bde 16. (728) Plauen 1858, Schröter. 6."
116711817,Aus den Memoiren eines Paar Handschuhe. 1861.
116711817,Corinna.
116711817,"Novellen. 2 Bde. 8. (501) Leipzig 1861, Pfefferkorn. 4."
116711817,"Rosa. Ein Lebensbild. 16. (192) Leipzig 1857, Heinr. Hübner. 2."
126583668,Altlitauische Erzählungen. 8. (56) Selbstverlag 1889. .75
126583668,"Wandernachtigall. Rom. 8. (416) Stuttgart 1897, Adolf Bonz & Co. n 3.60; geb. n 4.80."
116900628,Dasselbe. 8. (138) Dresden 1889. Brandner. n .60; geb. n 1.
116900628,"Dasselbe. 8. (174) Leipzig 1890, Fock."
116900628,"Dasselbe. Bearb. v. W. Werther. 12. (144) Stuttgart 1890, Union. n .40"
116900628,"Dasselbe. 8. Aufl. 12. (230) Halle 1895, R. Mühlmanns Verlag. 1.; geb. m. Goldschn. 1.50"
116900628,Iungfer Lottchen. Eine Erzählg. 4. Aufl. 8. (24) Ebda. 1893. .15
116900628,Kleine Erzählungen. Wohlf. Orig.-Ausg. 2 Bde. 8. Ebda. 1890. à n 1 60; geb. à n 2.20
116900628,"Kleine Erzählungen. 2 Bdchn. 12. (175) Herborn 1893, Buchhandlung des Nassauischen Kolportagevereins. n .60; geb. n 1."
116900628,"Langenstein und Boblingen. Erzählg. Wohlf. Ausg. 11. Aufl. 8. (304) Halle a. S. 1891, R. Mühlmanns Verlag. n .75; geb. n 1.30"
116900628,Dasselbe. 12. Aufl. 12. (375) Ebda. 1.50; geb. m. Goldsohn. 2.
116900628,"Dasselbe. 8. (221) Herborn 1893, Buchhandlung des Nassauischen Kolportage vereins. .60; geb. in Bibliotheksbd. .90; geb. 1."
116900628,"Lorenz der Freigemeindler.  Marie. 2 Dorfgeschichten. 16. (72) Leipzig 1889, Fock. geb. m. Goldschn. n 1."
116900628,"Dasselbe u. Ringet darnach, dass ihr stille seid und das Eure schafft. 2 Erzählgn. 7. Aufl. 12.(62) Halle a. S. 1890, Mühlmanns Verlag, n .50; geb. m. Goldschn. n 1."
116900628,"Martha, die Stiefmutter.  Marie. Bearb. von W. Werther. 12. (72) Stuttgart 1889, Union. n .20; Einbd. n .40"
116900628,"Martha, die Stiefmutter. 8. Aufl. 8. (48) Hamburg 1889, Agentur des Rauhen Hauses. n .20"
116900628,"Martha, die Stiefmutter.  Marie. 2 Dorfgeschichten. Bearb. von A. Martin. 12. (62) Leipzig 1892, R. Werther. .25"
116900628,"Martha, die Stiefmutter.  Marie. 2 Dorfgeschichten. 12. (87) Leipzig 1895, Gressner & Schramm. kart. .60; geb. m. Goldschn. n .70"
116900628,"Rückerinnerungen aus einem Mädchenleben. 8. (166) Leipzig 1889, Fock. n 1.20; geb. n 1.50"
116900628,"Dasselbe. 8. (129) Dresden 1889, Brandner. n .60; geb. n 1."
116900628,"Dasselbe. Wohlf. Orig.-Ausg. 5. Aufl. 8. (175) Halle 1890, R. Mühlmanns Verlag n .80; geb. n 1,40"
116900628,"Dasselbe. Bearb. v. W. Werther. 12. (136) Stuttgart 1890, Union. n .40"
116900628,"Tante Sofie. Weihnachtsgeschichte. 4. Aufl. 8. (22) Halle 1893, R. Mühlmanns Verlag. .15"
116900628,"Tante Sofie. Der kleine Kurrendejunge. 2 Weihnachtsgeschichten. 2. Aufl. 12. (46) Herborn 1897, Buchhandlung des Nassauischen Kolportage-Vereins. n .20"
116900628,"Vater, Sohn u. Enkel. Dorfgeschichte. Bearb. von A. Martin. 12. (68) Leipzig 1892, R. Werther. .25"
116900628,"Vater, Sohn u. Enkel u. andere Erzählungen. Bearb. von A. Martin. 12. (127 m. 2 Bildern) Leipzig 1893, F. Simon. kart. .75"
116900628,"Vater, Sohn u. Enkel. Eine Dorfgeschichte. 12. (96) Leipzig 1895, Gressner & Schramm. kart. .60; geb. m. Goldschn. n .70"
116900628,"Wo wächst der Glücksbaum? Erzählg. 5. Aufl. 12. (90) Halle 1893, Buchhandlung des Nassauischen Kolportage-Vereins. .25"
116900628,"Wo wächst der Glücksbaum? Erzählg. 5. Aufl. 12. (90) Halle a. S. 1893, R. Mühlmanns Verlag. n .50; geb. m. Goldschn. n 1."
116900628,"Wo wächst der Glücksbaum? Der kleine Regimentstrompeter. Iungfer Lottchen. 3 Erzählgn. 12. (116) Leipzig 1894, Gressner & Schramm. kart. .60; geb. m. Goldschn. .70"
1216900213,"Alpenblumen. Gesammelte Erzählgn. 4. (680) Salzburg 1876, Mayrische Buchhandlung."
1216900213,"Der Beschützer. Rom. 8. (350) Tabor 1862, Landfras & Sohn. 2."
1216900213,Ein Abenteuer in der Schweiz. Salzburger Skizzenbuch. Anthologie. Mayersche Buchhandlung.
1216900213,"Zwei Weihnachtsabende. Erzählg. 16. (94) Salzburg 1873, F. Dürr. .70"
126588651,"Aus des Kindes Heimat. 4. (49 m. 12 L.) Stuttgart 1865, Risch. 4.50; kolor. n 6."
126588651,"Das Bauen für Familie u. Kindergarten. 4. u. 5. Stufe. 8. (7 m. 10 L) Stutt gart 1871, Eger & D. à 2.50"
126588651,"Das Wissenswerteste aus der nordischen Mythologie. 2. Aufl. 16. (75 m. 4 Steintaf.) Esslingen 1878, Schreiber. n 1.20"
126588651,"Der Kindergarten u. seine Erziehungsmittel. 8. (28) Stuttgart 1868, Risch. .30"
126588651,"Der Tannenhof. Eine Erzählg. f. Mädchen von 1215 Iahren. (128 m. 6 Steintaf.) Stuttgart 1872, Eger & D. geb. n 2.50"
126588651,"Einfache Erzählungen aus dem Kinderleben. 2. Aufl. 8. (133 m. H.) Leipzig 1876, Berndt. kart. 3.50"
126588651,"Frau Rosas Kinderstube. Ein prakt. Handbuch f. Mütter u. Lehrerinnen. 4. (40) Stuttgart 1863, Risch. kart. 3."
126588651,Dasselbe. 2. Tl. 4. (44 m. 20 L.) Ebda. 1866. 4.50; kompl. 7.50
126588651,"Kleine Erzählungen für Kinder von 710 Iahren. 2. Aufl. 8. (96 m. 6 kol. L.) Esslingen 1878, Schreiber. n 2."
126588651,"Lehrjahre. 8. (273 m. 10 L) Stuttgart 1869, Risch. 3.; geb. 3.60"
126588651,"Neues Erzählungs-Buch für Haus u. Kindergarten. 16. (72 m. H.) Stuttgart 1868, Risch. 1.20"
126588651,Dasselbe. 2. u. 3. Heft. (4 m. 21 L.) (1868) 1869. à 1.50
